ad_id,headline_1,headline_2,description_1,description_2,description_3,simulated_ctr,simulated_cpc,simulated_cpa
110dcc779a7246aa9a4925d33f77b171,Boost Your E-commerce Sales,Digital Marketing for Paris Shops,Increase online visibility & drive conversions.  Get a free consultation!,"Expert SEO, PPC & Social Media for E-commerce. Results driven.",Affordable digital marketing solutions tailored for your business.,2.34,1.36,75.0
d7262fe7a8fe4e6999a0f40698c6b7dd,Boost Your Startup's Visibility,Digital Marketing for Startups,Affordable & effective digital marketing solutions for Paris startups. Get started today!,Increase your leads and brand awareness. We help startups thrive in Paris.,Experienced digital marketers dedicated to startup success in Paris. Contact us now!,1.92,1.67,75.0
23be7dbc3fc847199521ae53562affb5,Marketing per piccole imprese,Aumenta i tuoi clienti a Roma,Ottimizza il tuo sito web e raggiungi più clienti. Chiamaci!,"Servizi SEO, SEM e Social Media Marketing a Roma. Prezzi competitivi.",Consulenza gratuita per la tua strategia di marketing digitale.,1.91,1.67,75.0
d82866addacc44a2b631d1185df82d6e,Boost Your Startup's Growth,Digital Marketing for Startups,"Expert Paris-based agency. SEO, PPC, Social Media. Get leads!",Affordable digital marketing solutions tailored for startups.,Increase brand awareness & drive sales. Free consultation!,5.0,0.3,10.0
13b45fbfe00e409c83982a3bff9d0d27,Boost Your E-commerce Sales,Sydney's Top Digital Marketing,Increase online visibility & drive conversions.  Get a free consultation!,"Expert SEO, PPC & social media marketing for e-commerce. Results driven.",Data-driven strategies to maximize ROI.  Scale your e-commerce business.,4.29,0.33,10.0
0dead32446d34fc6be9e5bb34238f6b2,Boost Your LA Brand Now!,Digital Marketing Experts,Top-rated LA digital agency. Proven results. Get a free consultation today!,"Increase leads & sales with our data-driven strategies. SEO, PPC, Social Media.",Award-winning team. Custom digital marketing solutions for LA businesses.,4.29,0.33,10.0
3bc7402cc9a04cd4b1fd184907d7de28,Boost Your E-commerce Sales,NYC Digital Marketing Experts,Increase online visibility & drive more traffic. Get a free consultation!,We help e-commerce businesses thrive in NYC. Proven results.,"Targeted ads, SEO & social media. Let's grow your business!",2.31,1.27,95.0
5b937ca452884cf3a78f60cc1675c2dd,Grow Your Business Online,Sydney Digital Marketing Experts,"Increase leads & sales with our expert SEO, PPC & Social Media services.",Affordable digital marketing solutions tailored for small businesses in Sydney.,Get a FREE website audit & marketing consultation today!,5.0,0.3,10.0
8e0b28673ebf4b2aa3577560632c6178,Boost Your E-commerce Sales,LA's Top Digital Marketing Agency,Increase online visibility & drive conversions. Get a free consultation!,"Expert SEO, PPC, & Social Media for E-commerce. Results Guaranteed!",Proven strategies to grow your online store.  Contact us today!,5.14,0.28,9.09
26ef7d9473e04305b776cea8304c8d6d,Boost Your London Brand,Digital Marketing Experts,Get more leads with our expert digital marketing services. Results driven.,Increase your ROI with tailored strategies. Call us today!,Affordable digital marketing for London businesses. Free consultation.,1.92,1.67,75.0
e1eeef389f4949baa14524cae9e0ba9a,Boost Your Startup's Growth,NYC Startup Marketing Experts,Affordable digital marketing for startups. Get leads & grow your business.,Experienced team. Proven results. Let's scale your startup together.,"SEO, PPC, Social Media - We handle it all. Contact us today!",2.62,1.12,47.5
c38cce8e13fe4f3e93fb2a33ec5bd59b,Boost Your LA Marketing,Digital Marketing Experts,Increase leads & ROI. Free consultation!,Proven results for LA businesses. Call now!,Get a custom digital strategy today.,1.92,1.93,87.0
1a4d41acdac047ada40ad379c95d7374,Boost Your London ROI,Digital Marketing Experts,Increase leads & sales with our tailored digital strategies. Free consultation!,Experienced team. Proven results. Get a winning marketing plan today.,"SEO, PPC, Social Media - we handle it all.  Contact us now.",5.0,0.3,10.0
e9914b814c2a4191b0755ad4ee629933,Digital Marketing in Rome,Boost Your ROI with Us,Experienced agency. Results-driven. Contact us today!,"SEO, PPC, Social Media. Get a free consultation.",Increase brand visibility in Rome. We deliver results.,1.92,1.73,78.0
54f45a14cc954d9a82676068b29f926f,Boost Your E-commerce Sales,Digital Marketing in Munich,Increase online visibility & drive traffic. Get a free consultation!,Expert digital marketing for e-commerce in Munich. Results driven.,Affordable e-commerce marketing solutions. Contact us today!,1.92,1.67,75.0
6c5c99a549324fb4a5e946f42ed72425,Boost Startup Visibility,LA Startup Marketing Experts,Affordable digital marketing for startups. Get found online!,Increase leads & sales.  Proven results for LA startups.,We help startups grow. Free consultation!,1.91,1.67,75.0
717774214ac44166a16eaab0713183ad,Boost Your Rome Business Online,Digital Marketing for Small Biz,Get more customers with our expert SEO & PPC services.  Call now!,Affordable digital marketing solutions tailored to your needs.,Increase brand awareness & drive sales. Results-driven agency in Rome.,5.0,0.3,10.0
d016e951de4d4cd6a59011136ecf5de7,Boost Your Startup's Growth,Toronto Startup Marketing Experts,Affordable digital marketing for startups. Get more leads & customers.,Experienced team. Proven results.  Scale your business with us.,"SEO, PPC, Social Media - We handle it all. Contact us today!",5.0,0.3,10.0
6edb49676cda41b1828b15ef1d4078bb,Mehr Kunden für Ihr Geschäft,Digitale Marketing Experten,Wir helfen Kleinunternehmen in München zu wachsen. Kostenlose Beratung!,"SEO, SEA, Social Media - Wir steigern Ihre Online-Sichtbarkeit.",Erfolgreiche Marketing Strategien für Ihr Business in München.,5.0,0.3,10.0
9c7a8ad8c0f748dd961fb9478e7546e7,Boost Your Startup's Growth,Digital Marketing for Startups,Experienced agency. Proven results.  Get a free consultation today!,"Targeted campaigns, increased ROI. We help startups succeed in Rome.","SEO, PPC, Social Media.  Scale your business with our expertise.",5.14,0.28,9.09
9cbc7f0e86cc40229cbcf5e06650f1f6,Boost Your Startup's Growth,Affordable Digital Marketing,"Get more leads & customers. Expert SEO, PPC & Social Media.",London's top startup marketing agency. Free consultation!,Proven results for early-stage businesses. Contact us today.,2.0,1.5,75.0
9e01f0466d1a4ddbb03275bdef912c32,Boost Startup Visibility,NYC Startup Marketing Experts,Get more leads & customers.  Proven strategies for NYC startups.,Affordable digital marketing tailored for your startup's needs.,Increase brand awareness & drive revenue growth.  Free consultation!,5.0,0.3,10.0
81d0ed79f1004999a5891c8df9e75cf9,Digital Marketing Berlin,Boost Your Online Presence,Experienced agency. Proven results. Contact us today!,Increase brand awareness & ROI.  Free consultation!,"SEO, PPC, Social Media - tailored to your needs.",1.92,1.67,75.0
c56371e6534d4bc3ac0e35b086ee57fc,Boost Your ROI in Rome,Digital Marketing Experts,Increase leads & sales with our data-driven strategies. Contact us today!,Proven results for businesses in Rome. Get a free consultation.,"SEO, PPC, Social Media - We handle it all. Drive growth for your brand.",5.14,0.28,10.0
6a2dda217b5c4b299f92b8ab9bded96d,Boost Your Startup's Growth,LA Startup Digital Marketing,Affordable Digital Marketing for Startups in LA. Get Found!,Increase Brand Awareness & Leads. Free Consultation!,"Expert SEO, PPC, & Social Media Marketing Services.",2.66,1.18,50.0
10e4f47118cd4016aa655160e8a39f85,Boost Your Startup's Growth,LA Startup Marketing Experts,Proven results for LA startups. Get more leads & customers.,Digital marketing services tailored for your startup's needs.,Affordable & effective strategies for rapid growth. Free consultation!,5.0,0.3,10.0
cb626d989fc74d1f8b1f28e7ccc78a4b,Boost Your Rome Business Online,Digital Marketing for Small Biz,Get more customers with our expert SEO & PPC services in Rome.,Affordable digital marketing solutions tailored to your needs.,Increase your brand visibility and drive sales in Rome.,5.0,0.3,10.0
62a9b9a37a694ec6a8a1a556183efaf9,Boost Your E-commerce Sales,Toronto Digital Marketing Experts,Increase online visibility & drive conversions. Get a free consultation!,Proven strategies for e-commerce success in Toronto. Results-driven.,"Experienced team, data-backed approach. Let's grow your business!",5.0,0.3,10.0
e477a5886f5c4d04b2c79e2ce3daa6d0,Boost Your E-commerce Sales,London's Top Digital Agency,Increase online visibility & drive conversions.  Get a free consultation!,Experienced e-commerce specialists. Proven results.  Call today!,Data-driven strategies for sustainable growth.  Contact us now!,5.0,0.3,10.0
f25294413dcb4cccaabc5c6b664b80ea,Boost Your E-commerce Sales,Sydney's Top Digital Marketing,Increase online visibility & drive conversions. Get a free consultation!,Expert e-commerce marketing strategies. Results-driven campaigns.,Affordable digital marketing for e-commerce businesses in Sydney.,2.0,1.0,50.0
2f9ff636e4a14ebfb17fe4c189a379c1,Boost Your London Business,Grow Your Online Presence,"Digital marketing agency specializing in SEO, PPC & Social Media. Get a free consultation!",Increase your leads and sales with our expert digital marketing services in London.,Affordable & effective marketing strategies tailored for small businesses in London.,5.14,0.28,9.09
d29d1aafadfb49dd9fa4dbacb46664f9,Grow Your Business Online,Digital Marketing in Rome,Increase your sales with our expert digital marketing services. Get a free consultation!,Boost your online visibility and reach more customers in Rome. Results driven!,Affordable digital marketing solutions tailored for small businesses in Rome.,4.29,0.33,10.0
78f6a9e15c0440dc9808e791c50f3bb7,Boost Startup Growth,Berlin Startup Marketing,Expert Digital Marketing for Berlin Startups. Get more leads & customers!,"Affordable & effective strategies. SEO, PPC, Social Media. Free Consultation!",Scale your startup with data-driven marketing. Results-oriented approach.,4.29,0.33,10.0
2771f5efdbaf43a2b180f8e3f2118595,Boost Your Startup's Growth,Digital Marketing for Startups,Experienced agency. Proven results. Get a free consultation!,Targeted campaigns. Increased leads. Maximize your ROI.,"SEO, PPC, Social Media. We handle it all for your startup.",5.0,0.3,10.0
d7d478b92d0145378b99108fc2b21c1b,Boost Your Sydney Business Online,Get More Customers with Digital Marketing,"Affordable SEO, PPC & Social Media.  Free Consultation!",Increase brand awareness & drive sales. Results guaranteed.,Sydney's Top Rated Digital Marketing Agency. Call Now!,4.29,0.33,10.0
bf2b742cd2ff4ca5a0d2e08af44294a2,Boost Your Business Online,Sydney Digital Marketing Experts,"Get more customers with our SEO, PPC & social media services. Free consultation!",Increase brand awareness & drive sales. Results-driven digital marketing agency.,Affordable digital marketing solutions tailored for small businesses in Sydney.,4.29,0.33,10.0
2f4ff6d930764ce58c54a595e25533e1,Boost Your Business Online,Sydney Digital Marketing Experts,"Get more customers with our SEO, PPC & Social Media services.  Free consultation!",Affordable digital marketing solutions tailored for small businesses in Sydney.,Increase brand awareness & drive sales. Results-driven strategies guaranteed.,5.0,0.3,10.0
d4d54fb82c2241ca967805273b0a605f,Grow Your Business Online,Digital Marketing in Rome,Affordable SEO & Social Media Marketing for Small Businesses in Rome.,Increase your leads and sales with our expert digital marketing services.,Get a free consultation today!  We help small businesses thrive.,1.91,1.67,75.0
3b517c9a72cf4896994979730ac9b268,Boost Your Startup's Growth,Toronto Startup Marketing Experts,Affordable digital marketing for startups. Get more leads & customers!,"We help Toronto startups scale with SEO, PPC & social media.",Results-driven digital marketing strategies tailored to your needs.,5.0,0.3,10.0
992dcd4013ad4cb0932c695ee3908c65,Digital Marketing in Munich,Boost Your Brand in Munich,Experienced agency. Results-driven campaigns. Contact us today!,Increase your ROI with our expert digital marketing services.,Get a free consultation for your Munich-based business.,2.35,1.36,75.0
82c4b410eb45454a99a800400a162c1d,Grow Your Business Online,LA Digital Marketing Experts,Affordable SEO & Social Media for small businesses in Los Angeles.,Get more customers with our effective digital marketing strategies.,Increase your brand awareness and drive sales. Free consultation!,2.66,1.18,50.0
9a3c1e2c7c074070af8f031680b1029b,Boost Your Sydney ROI,Digital Marketing Experts,Increase leads & sales with our data-driven strategies. Get a free consultation!,Top-rated Sydney digital agency. Proven results.  Contact us today.,"Expert SEO, PPC, & Social Media marketing for Sydney businesses.",4.29,0.33,10.0
eb78e28e49c64270846ae666b49ed533,Boost Your Startup's Growth,NYC Startup Marketing Experts,Proven results for NYC startups. Get a free consultation!,Increase brand awareness & drive leads.  Call today!,Digital marketing strategies tailored for your startup.,5.14,0.28,9.09
cc67e22ce4a84844afcc34d2e1bf8a33,Boost Your E-commerce Sales,Toronto's Top Digital Agency,Increase online visibility & drive conversions. Get a free consultation!,"Expert SEO, PPC, & social media marketing for e-commerce. Results driven.",We help Toronto e-commerce businesses thrive online.  Contact us today!,4.29,0.33,10.0
8b9335fbbf8f4ec99ba75b3ba95cb860,Boost Your E-commerce Sales,Toronto's Top Digital Marketing,Increase online visibility & drive conversions. Get a free consultation!,"Expert SEO, PPC, & social media marketing for e-commerce.",Proven strategies to grow your online store. Results-driven approach.,5.0,0.3,10.0
764acdf05a934b77a66823d9aaa66100,Boost Your E-commerce Sales,Digital Marketing for E-shops,Get more customers with our expert digital marketing services. Results driven.,Increase your online visibility & drive conversions. Contact us today!,Paris-based agency specializing in e-commerce marketing. Affordable solutions.,2.0,1.5,75.0
d9b8d7b42b12427c8ecc91ac002577f4,Boost Your ROI Today!,London's Top Digital Agency,Get expert digital marketing services. We deliver results!,Increase brand awareness & drive leads with our strategies.,Experienced team. Proven results. Affordable packages.,5.0,0.3,10.0
f7810701453d4917bcf40b0a93541931,Mehr Kunden für Ihr Geschäft,Online Marketing in Berlin,Steigern Sie Ihre Sichtbarkeit!  Professionelles Digital Marketing für kleine Unternehmen.,"Website-Optimierung, SEO & SEA.  Kostenlose Beratung!",Erfolgreiche Marketingstrategien - maßgeschneidert für Sie.,4.29,0.33,10.0
897a557be37e47ca9dc0d933a83551be,Grow Your Business Online,NYC Digital Marketing Experts,Affordable SEO & PPC services for small businesses in NYC. Get more customers!,Boost your brand visibility with targeted ads.  Free consultation!,Increase your website traffic and sales. Results driven marketing agency.,1.91,1.67,75.0
d1fa01cf965a49ba81712ab5401a3f4e,Boost Your Sydney ROI,Digital Marketing Experts,Increase leads & sales with our data-driven strategies.  Free consultation!,"Experienced Sydney team. SEO, PPC, Social Media. Results guaranteed.",Transform your marketing. Get a bespoke digital strategy today.,5.0,0.3,10.0
13187f8b6abd41d79f3f55096635eece,Boost Your NYC Business Online,Grow Your Brand with Digital Marketing,Get more customers with our expert SEO & PPC services. Free consultation!,Affordable digital marketing solutions for small businesses in NYC.,Increase brand awareness and drive sales. Results-driven campaigns.,5.0,0.3,10.0
8a63b9dae18c4d06ae9a5231e87d48ea,Boost Your Toronto Business,Digital Marketing Experts,"Get more customers with our SEO, PPC & Social Media services.  Free consultation!",Increase your online visibility & drive sales.  Results-driven agency.,Affordable digital marketing solutions tailored to your needs in Toronto.,5.0,0.3,10.0
77fbfac9732c45a5ba2b2c1642e5ba6f,Boost Your Startup's Growth,LA Startup Marketing Experts,Affordable digital marketing for startups. Get more leads & customers.,Experienced team. Proven results.  Scale your business with us.,We understand startups. Let's build your online presence.,1.91,1.67,75.0
807eab16f748493b8bc3ad3831c6a5a7,Boost Your Startup's Growth,Tokyo Startup Marketing Experts,Proven digital marketing strategies for startups. Get more leads & customers!,Increase brand awareness & drive sales with our tailored approach. Contact us today!,Data-driven results. Experienced team. Affordable pricing. Let's grow your business.,5.0,0.3,10.0
716002fdab7e4c259c0f72eedfbbb751,Boost Your Startup's Growth,Toronto Startup Marketing Experts,Get more leads & customers.  Results-driven digital marketing for Toronto startups.,"Affordable SEO, PPC, & social media marketing.  Free consultation!",Experienced team. Proven strategies.  Scale your startup with us.,5.0,0.3,10.0
4bd5c43289a342fc9f12ef733b32f6d0,Boost Your London Business,Affordable Digital Marketing,Get more customers with our expert digital marketing services. Free consultation!,"Increase brand awareness & drive sales. We handle SEO, PPC & Social Media.",Small business specialists. Results-driven campaigns. Contact us today!,2.62,1.18,50.0
a943b5a897ee4eb9b44b31757433b304,Best Coffee for Remote Work,Munich's Top Remote Work Cafe,"Fast WiFi, comfy seats, great coffee. Perfect for remote work!",Fuel your workday! Delicious coffee & snacks. Free WiFi.,Escape the home office. Work remotely in our cozy cafe.,5.0,0.3,10.0
d89f19961b0c4150ad9452be4a37593c,Coffee & Wifi: Work Remotely,Best Coffee Shop for Remote Work,"London's best coffee shop for remote workers. Free wifi, comfy seating. ","Escape the home office! Great coffee, fast wifi, & a productive atmosphere.","Work remotely in comfort. Delicious coffee, great wifi, & friendly staff.",1.92,1.67,75.0
817c283d3eb345a3b732365814f0757e,Best Coffee in London!,Locally Roasted Coffee Beans,Grab your daily caffeine fix! Free Wi-Fi & comfy seating.,Specialty coffee & delicious pastries. Order online now!,"Support local! Freshly brewed coffee, ethically sourced.",4.29,0.33,10.0
9ad50080ba55498f896f9f705a2be59e,Fuel Your Studies!,Coffee & Campus Vibes,Best coffee near NYU! Student discounts available.,Grab your caffeine fix before class. Free WiFi!,Late-night study spot? We've got you covered.,3.09,0.88,75.0
80433da24d6b4aa5995591da449f94f9,Best Coffee in NYC!,Locally Roasted Beans,Freshly brewed coffee & pastries. Free Wi-Fi. Cozy atmosphere.,Support local! Enjoy our daily specials & loyalty program.,Grab your morning joe! Quick & convenient coffee shop near you.,5.0,0.3,10.0
7b756bd24a4f458ba518a4f276576ce4,Best Coffee for Remote Work,Sydney's Best Remote Work Cafe,Free Wifi! Great coffee & comfy space for remote workers in Sydney.,"Fuel your workday. Delicious coffee, pastries & a productive atmosphere.",Work from anywhere...but choose our cafe.  Fast Wifi & great coffee!,2.62,1.12,47.5
24191fa976ca4b8ca7b42d2624c42d9d,Coffee & Study Spot!,Fuel Your Studies!,Best coffee near UCLA! Free WiFi & comfy seating.,Student discounts available! Grab your caffeine fix.,Late-night study sessions? We've got you covered!,3.09,0.88,75.0
5e4cb7217b41463a9557e750aea30419,Best Coffee in London!,"Locally Roasted, Expertly Brewed",Enjoy delicious coffee & pastries. Free Wi-Fi. Find us near you!,"Specialty coffee, daily brews & more! Order online for pickup.",Your perfect London coffee spot.  Visit us today!,4.29,0.33,10.0
9ae9df10426143ed9488428a6b80be46,Coffee & Study Breaks,Best Coffee Near Campus,"Fuel your studies! Great coffee, comfy seats, free wifi.","Student discounts available! Delicious coffee, pastries & more.",Perfect spot for studying or catching up with friends.,2.66,1.18,50.0
4afcee02b5934629bcf15880e53e141c,Coffee & Study in Rome!,Best Student Coffee Deals,"Fuel your studies! Delicious coffee, comfy seating. Near University.",Affordable coffee for students. Free Wi-Fi. Perfect study spot.,Grab your coffee & notes! Student discounts available.,1.91,1.67,75.0
6ce4f06b4de842f89eedb861bfcc5305,Best Coffee for Remote Work,Berlin's Top Remote Worker Hub,"Fast WiFi, comfy seats, great coffee. Your perfect remote office!",Fuel your workday! Delicious coffee & snacks. Free WiFi.,Escape the home office. Work remotely in a cozy atmosphere.,4.29,0.33,10.0
357fd45cf8594c47a9fbe936f2480dfc,Best Coffee for Remote Work,Munich's Cozy Remote Hub,"Fast WiFi, great coffee, comfy seating. Perfect for remote work!",Escape the home office! Work remotely in our stylish cafe.,"Unlimited WiFi, delicious coffee & snacks. Your new office awaits!",5.14,0.28,10.0
3bda34fb8a7e483383027d5b03577264,Best Coffee for Remote Work,Paris Remote Work Hub,"Fast WiFi, great coffee, comfy seats. Your new Paris office awaits!",Escape the home office! Work remotely in our cozy Parisian cafe.,"Unlimited WiFi, delicious coffee & pastries. Perfect for remote workers.",5.0,0.3,10.0
a7007928675d436593417f9ced263c40,Best Coffee in Munich!,"Locally Roasted, Locally Loved",Enjoy fresh coffee & pastries. Free WiFi! Near Marienplatz.,"Cozy atmosphere, perfect for work or relaxation. Daily specials!",Support local!  Grab your morning coffee with us.,5.14,0.28,10.0
041828ede4a24702aa6b8626f3c9297b,Coffee near UCLA,Student Discounts!,Best coffee in Westwood! Study spot.,"Free WiFi, comfy seating, cheap coffee!",Grab your caffeine fix before class!,2.66,1.18,50.0
03f125b43ec1408094e09b5006c930f1,Best Coffee in Paris!,Your Daily Parisian Escape,"Locally roasted beans, delicious pastries. Free WiFi!","Cozy atmosphere, perfect for work or relaxation. Find us near [Landmark]",Enjoy your morning coffee with us!  Special offers available.,5.14,0.28,10.0
03c9ca5508574bdb81b9fec55ff6e50c,Best Coffee in Munich!,Your Daily Dose of Joy,"Freshly roasted beans, cozy atmosphere. Visit us today!",Free Wifi! Perfect for work or relaxation.,Delicious pastries & coffee. Find us near Marienplatz.,3.7,0.88,37.5
5f652b1862f148c98558d3434d21fdc4,Best Coffee for Remote Work,Berlin's Coziest Remote Hub,"Free Wifi, comfy seats, great coffee!  Work remotely in style.",Your perfect Berlin remote office awaits. Delicious coffee & snacks.,Escape the home office!  Fast Wifi & delicious coffee in Berlin.,5.0,0.3,10.0
b408357125b242f69b1db7ba6c93b50a,Best Coffee for Students,Fuel Your Study Session,Grab a coffee & study in our comfy cafe! Free wifi.,Student discounts available! Delicious coffee & snacks.,"Perfect study spot. Great coffee, great vibes.",5.0,0.3,10.0
e9d9444bc36a464499859742b635c220,Best Coffee in Toronto!,"Locally Roasted, Locally Loved","Freshly brewed coffee, pastries & more! Free Wi-Fi. Order online or visit us!",Support local! Enjoy delicious coffee & friendly service.  Daily specials.,"Your neighbourhood coffee haven. Cozy atmosphere, great coffee, perfect for meetings.",5.0,0.3,10.0
ca6ecbdc5da447439758dfb4a6b93b78,Best Coffee in LA!,"Locally Roasted, Locally Loved","Freshly brewed coffee, pastries, & wifi. Free delivery within 5 miles!",Support local! Enjoy amazing coffee & a cozy atmosphere.,"Daily specials, loyalty rewards & friendly baristas. Come see us!",5.0,0.3,10.0
43104f7ac9de469a84c60d5e4fa821ef,Best Coffee for Remote Work,Your Rome Remote Office,"Fast WiFi, great coffee, comfy seats. Perfect for remote work!",Work remotely in style. Delicious coffee & excellent atmosphere.,Escape the home office!  Free WiFi & delicious coffee in Rome.,5.0,0.3,10.0
c0ec3f48cc374f29a00e92afe76226f6,Best Coffee in London!,Locally Roasted Coffee,Enjoy fresh coffee & pastries. Free Wi-Fi. Near you!,"Locally sourced beans, expertly brewed. Order online!","Cosy atmosphere, perfect for meetings or relaxing.",4.29,0.33,10.0
47b81601bd5f4916b3ae12d30fc9fbfb,Best Coffee for Remote Work,Berlin's Top Remote Work Hub,"Fast WiFi, comfy seats, great coffee. Perfect for remote work!","Your new Berlin office awaits.  Coffee, snacks & strong WiFi.",Escape the home office!  Work remotely in our cozy café.,4.29,0.33,10.0
1fbbef42716a4494ae2d9adae8bb9150,Best Coffee in Sydney,Local Coffee Shop Near You,"Freshly roasted beans, friendly staff. Visit us today!",Enjoy your morning coffee with us! Free WiFi.,Grab your coffee & pastry. Quick & easy service.,2.66,1.18,50.0
dcac7db4862f4cc3ae5d47be9726327d,Best Coffee in Rome!,Authentic Italian Espresso,Enjoy freshly roasted beans & cozy atmosphere. Visit us today!,"Locally sourced, expertly crafted coffee. Free Wi-Fi.",Perfect for a morning pick-me-up or afternoon treat.,5.0,0.3,10.0
1ce340582d084451a34851ae9ca7ec13,Best Coffee in Munich!,Your Daily Dose of Happiness,"Freshly roasted beans, cozy atmosphere. Free WiFi!",Enjoy delicious coffee & pastries. Near Marienplatz.,Locally owned & operated. Support your community!,4.29,0.33,10.0
1b429ef17a2a4691a3ede49d8fa7bc7f,Coffee & Study Break,Best Coffee for Students,"Fuel your studies! Great coffee, comfy seats. Near UTS.",Student discounts available! Delicious coffee & snacks.,Affordable coffee & wifi. Perfect for studying.,1.92,1.67,75.0
e3910a9c1383488191cbf1a559135c24,Best Coffee for Remote Work,Munich's Cozy Remote Hub,"Fast WiFi, great coffee, comfy seats. Perfect for remote work!",Escape the home office! Work remotely in our cafe.,Enjoy delicious coffee & productive workdays in Munich.,5.0,0.3,10.0
a144169a0ff949a39cb4d42c0816d9b0,Best Coffee for Remote Work,Munich's Top Remote Work Cafe,"Fast WiFi, comfy seating, great coffee. Your new Munich remote office!","Escape the home office!  Coffee, treats & coworking vibes.",Power up your workday! Delicious coffee & productive atmosphere.,4.29,0.33,10.0
c67e6caad021486ca9d91dd067d255bf,Best Coffee for Remote Work,Munich's Top Remote Workspace,"Free Wifi, comfy seating, great coffee!  Perfect for remote workers in Munich.",Boost your productivity!  Enjoy our delicious coffee & relaxed atmosphere.,Escape the home office!  Work remotely in our cozy café.  Fast Wifi included.,4.29,0.33,10.0
ac217220d8e34163bc86001cec797c6b,Best Coffee in Berlin!,"Specialty Coffee, Berlin",Locally roasted beans. Free Wifi. Cozy atmosphere. Visit us!,"Enjoy your perfect cup!  Lattes, cappuccinos & more. Near you!",Freshly brewed coffee daily. Delicious pastries. Find us now!,4.29,0.33,10.0
07ed4b1f4b94419693c29faff903e201,Your Toronto Remote Work Oasis,Best Coffee for Remote Workers,"Fast Wi-Fi, comfy seats, great coffee. Perfect for remote work!",Fuel your workday. Delicious coffee & treats for remote workers in Toronto.,Escape the home office! Work remotely at our cozy coffee shop.,4.29,0.33,10.0
3317f587b3ef456f851f5bae43f959d0,Your Remote Office Awaits,Best Coffee for WFH,"Cozy workspace, great coffee. Free Wifi. Near you!",Escape the home office. Premium coffee & comfy seating.,Fuel your workday. Delicious coffee & treats. Find us near you!,2.31,1.0,75.0
9ac82516408d402baccf25b37aea024f,Coffee & Study Breaks,Best Coffee in London,Student discounts! Free WiFi. Great coffee.,Perfect for studying or catching up with friends.,"Locally roasted beans, comfy atmosphere.",5.0,0.3,10.0
84c96e6b15da410598da67384a028a10,Best Coffee in Paris!,"Artisan Coffee, Parisian Charm",Locally roasted beans. Cozy atmosphere. Free Wifi.  Find us near [Neighborhood],Enjoy delicious coffee & pastries. Daily specials. Order online for pickup!,Perfect for a quick coffee or relaxing afternoon. Visit us today!,5.0,0.3,10.0
950e961bad34403ea73ceaa14cd963a7,Best Coffee in Tokyo!,Locally Roasted Coffee,"Enjoy fresh, locally roasted coffee. Free Wi-Fi!","Cozy atmosphere, perfect for studying or relaxing.",Specialty coffee drinks & delicious pastries.,2.66,1.12,47.5
eaff8dde306243a1acb3ca7cb986113d,Coffee & Study,Best Coffee in Paris,"Great coffee, student discounts!","Free Wi-Fi, comfy seating. Perfect for studying.",Affordable coffee near Sorbonne University,1.92,1.73,78.0
3652f0ec307e4569aceb6a148f4a3a13,Best Coffee for Students!,Study Fuel: Coffee & Wifi,"Grab your daily caffeine fix! Great coffee, comfy seats, & free wifi.","Student discount available! Delicious coffee, pastries & snacks.",Perfect spot for studying or catching up with friends. Come visit!,5.0,0.3,10.0
84f25481459c4d6abe7c50a70792bf6d,"Coffee Break, Study Break!",Best Coffee for Students,"Great coffee, affordable prices, perfect study spot!",Fuel your studies with our delicious coffee!,Free Wi-Fi! Study & enjoy our amazing coffee.,1.92,1.93,87.0
c780926a4a4c467586580a93e2f80687,Fuel Your Study Session,Coffee & Campus Vibes,Best coffee near UCLA! Student discounts available. Free WiFi.,Grab your caffeine fix! Study space & comfy seating.  Order online!,Locally roasted beans. Perfect for late-night study sessions.  Support local!,5.14,0.28,9.09
dafdf81920794ba393b22ef3e5905b66,Best Coffee in Berlin!,"Locally Roasted, Locally Loved",Freshly brewed coffee & pastries. Free WiFi. Cozy atmosphere. Visit us!,Enjoy your morning coffee with us! Special offers available.,"Support local! Delicious coffee, friendly staff, perfect location.",4.29,0.33,10.0
4866f63f82e3463284491b6c78bdb92e,Best Coffee in Paris!,Your Daily Dose of Parisian Charm,"Locally roasted beans, delicious pastries. Free wifi!","Cozy atmosphere, perfect for work or relaxation. Near Metro!",Enjoy our specialty drinks & seasonal offers. Order online!,4.29,0.33,10.0
def0f91742e644c6b331745f0247049c,Best Coffee in Munich!,Your Daily Dose of Awesome,"Freshly roasted beans, cozy atmosphere. Free Wi-Fi!","Locally sourced ingredients, delicious pastries. Visit us today!",Grab your morning coffee & enjoy the day!  Near Marienplatz.,5.0,0.3,10.0
22f719af79274800b8f5c3dd35b5a66f,Best Coffee in Toronto!,Locally Roasted Coffee Beans,Enjoy fresh coffee & pastries. Free Wi-Fi!,"Support local! Cozy atmosphere, great brews.",Daily specials & loyalty rewards program.,4.29,0.33,10.0
d0b7abce915642858951d4e7a39238ec,Fuel Your Studies!,Coffee & Campus Vibes,Best coffee near UCLA!  Student discounts available. Free Wifi.,Grab your daily caffeine fix.  Study spot with comfy seating.,Late-night study sessions? We've got you covered. Delicious drinks.,5.0,0.3,10.0
