industry,region,target_audience,performance_tier,headline_1,headline_2,description_1,description_2,description_3,keywords,simulated_impressions,simulated_clicks,simulated_conversions,simulated_cost,simulated_ctr,simulated_conversion_rate,simulated_cpc,simulated_cpa
Digital Marketing Agency,"London, UK",Marketing Managers,low,Boost Your London Brand,Digital Marketing Experts,Get more leads with our expert digital marketing services. Results driven.,Increase your ROI with tailored strategies. Call us today!,Affordable digital marketing for London businesses. Free consultation.,"digital marketing london, marketing agency london, SEO london, PPC management london, social media marketing london",2345,45,1,75,1.92,2.22,1.67,75.0
Digital Marketing Agency,"New York, USA",Startups,low,Boost Your Startup's Growth,NYC Startup Marketing Experts,Affordable digital marketing for startups. Get leads & grow your business.,Experienced team. Proven results. Let's scale your startup together.,"SEO, PPC, Social Media - We handle it all. Contact us today!","startup marketing agency nyc, affordable digital marketing startups, new york startup seo, social media marketing for startups nyc, ppc management startups new york",3250,85,2,95,2.62,2.35,1.12,47.5
Digital Marketing Agency,"Los Angeles, USA",Marketing Managers,low,Boost Your LA Marketing,Digital Marketing Experts,Increase leads & ROI. Free consultation!,Proven results for LA businesses. Call now!,Get a custom digital strategy today.,"digital marketing agency los angeles, marketing manager los angeles, social media marketing los angeles, seo los angeles, ppc los angeles",2345,45,1,87,1.92,2.22,1.93,87.0
Digital Marketing Agency,"London, UK",Marketing Managers,mid,Boost Your London ROI,Digital Marketing Experts,Increase leads & sales with our tailored digital strategies. Free consultation!,Experienced team. Proven results. Get a winning marketing plan today.,"SEO, PPC, Social Media - we handle it all.  Contact us now.","digital marketing agency london, marketing manager london, ppc agency london, seo agency london, social media marketing london",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Rome, Italy",Marketing Managers,low,Digital Marketing in Rome,Boost Your ROI with Us,Experienced agency. Results-driven. Contact us today!,"SEO, PPC, Social Media. Get a free consultation.",Increase brand visibility in Rome. We deliver results.,"digital marketing Rome, marketing agency Rome, SEO Rome, PPC Rome, social media marketing Rome",2345,45,1,78,1.92,2.22,1.73,78.0
Digital Marketing Agency,"Munich, Germany",E-commerce Businesses,low,Boost Your E-commerce Sales,Digital Marketing in Munich,Increase online visibility & drive traffic. Get a free consultation!,Expert digital marketing for e-commerce in Munich. Results driven.,Affordable e-commerce marketing solutions. Contact us today!,"E-commerce Marketing München, Online Marketing Agentur München, Digital Marketing E-Commerce, SEO München E-Commerce, Google Ads E-Commerce",2345,45,1,75,1.92,2.22,1.67,75.0
Digital Marketing Agency,"Los Angeles, USA",Startups,low,Boost Startup Visibility,LA Startup Marketing Experts,Affordable digital marketing for startups. Get found online!,Increase leads & sales.  Proven results for LA startups.,We help startups grow. Free consultation!,"startup marketing los angeles, digital marketing agency la, affordable startup marketing, los angeles startup ads, small business marketing la",2350,45,1,75,1.91,2.22,1.67,75.0
Digital Marketing Agency,"Rome, Italy",Small Business Owners,mid,Boost Your Rome Business Online,Digital Marketing for Small Biz,Get more customers with our expert SEO & PPC services.  Call now!,Affordable digital marketing solutions tailored to your needs.,Increase brand awareness & drive sales. Results-driven agency in Rome.,"digital marketing Roma, SEO Roma, PPC Roma, small business marketing Roma, web marketing Roma",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Toronto, Canada",Startups,mid,Boost Your Startup's Growth,Toronto Startup Marketing Experts,Affordable digital marketing for startups. Get more leads & customers.,Experienced team. Proven results.  Scale your business with us.,"SEO, PPC, Social Media - We handle it all. Contact us today!","startup marketing toronto, digital marketing agency toronto, toronto startup advertising, affordable startup marketing, small business marketing toronto",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Munich, Germany",Small Business Owners,mid,Mehr Kunden für Ihr Geschäft,Digitale Marketing Experten,Wir helfen Kleinunternehmen in München zu wachsen. Kostenlose Beratung!,"SEO, SEA, Social Media - Wir steigern Ihre Online-Sichtbarkeit.",Erfolgreiche Marketing Strategien für Ihr Business in München.,"Online Marketing München, SEO Agentur München, SEA Agentur München, Social Media Marketing München, Marketing für Kleinunternehmen München",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Rome, Italy",Startups,high,Boost Your Startup's Growth,Digital Marketing for Startups,Experienced agency. Proven results.  Get a free consultation today!,"Targeted campaigns, increased ROI. We help startups succeed in Rome.","SEO, PPC, Social Media.  Scale your business with our expertise.","startup marketing Rome, digital marketing agency Rome, Rome startup advertising, digital marketing startups Italy, best marketing agency Rome",35000,1800,55,500,5.14,3.06,0.28,9.09
Digital Marketing Agency,"London, UK",Startups,low,Boost Your Startup's Growth,Affordable Digital Marketing,"Get more leads & customers. Expert SEO, PPC & Social Media.",London's top startup marketing agency. Free consultation!,Proven results for early-stage businesses. Contact us today.,"startup marketing london, digital marketing agency london startups, affordable marketing for startups, seo for startups london, social media marketing startups uk",2500,50,1,75,2.0,2.0,1.5,75.0
Digital Marketing Agency,"New York, USA",Startups,mid,Boost Startup Visibility,NYC Startup Marketing Experts,Get more leads & customers.  Proven strategies for NYC startups.,Affordable digital marketing tailored for your startup's needs.,Increase brand awareness & drive revenue growth.  Free consultation!,"startup marketing agency nyc, digital marketing for startups, new york startup marketing, affordable startup marketing, startup advertising new york",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Berlin, Germany",Marketing Managers,low,Digital Marketing Berlin,Boost Your Online Presence,Experienced agency. Proven results. Contact us today!,Increase brand awareness & ROI.  Free consultation!,"SEO, PPC, Social Media - tailored to your needs.","digital marketing berlin, marketing agency berlin, online marketing berlin, SEO berlin, PPC berlin",2345,45,1,75,1.92,2.22,1.67,75.0
Digital Marketing Agency,"Rome, Italy",Marketing Managers,high,Boost Your ROI in Rome,Digital Marketing Experts,Increase leads & sales with our data-driven strategies. Contact us today!,Proven results for businesses in Rome. Get a free consultation.,"SEO, PPC, Social Media - We handle it all. Drive growth for your brand.","digital marketing Rome, marketing agency Rome, SEO Rome, PPC Rome, social media marketing Rome",35000,1800,50,500,5.14,2.78,0.28,10.0
Digital Marketing Agency,"Los Angeles, USA",Startups,low,Boost Your Startup's Growth,LA Startup Digital Marketing,Affordable Digital Marketing for Startups in LA. Get Found!,Increase Brand Awareness & Leads. Free Consultation!,"Expert SEO, PPC, & Social Media Marketing Services.","startup marketing los angeles, digital marketing agency la, affordable startup marketing, los angeles startup seo, social media marketing startups",3200,85,2,100,2.66,2.35,1.18,50.0
Digital Marketing Agency,"Los Angeles, USA",Startups,mid,Boost Your Startup's Growth,LA Startup Marketing Experts,Proven results for LA startups. Get more leads & customers.,Digital marketing services tailored for your startup's needs.,Affordable & effective strategies for rapid growth. Free consultation!,"startup marketing los angeles, digital marketing agency los angeles startups, los angeles startup seo, social media marketing startups la, affordable digital marketing startups",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Rome, Italy",Small Business Owners,mid,Boost Your Rome Business Online,Digital Marketing for Small Biz,Get more customers with our expert SEO & PPC services in Rome.,Affordable digital marketing solutions tailored to your needs.,Increase your brand visibility and drive sales in Rome.,"digital marketing Roma, SEO Roma, PPC Roma, small business marketing Roma, web marketing Roma",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Toronto, Canada",E-commerce Businesses,mid,Boost Your E-commerce Sales,Toronto Digital Marketing Experts,Increase online visibility & drive conversions. Get a free consultation!,Proven strategies for e-commerce success in Toronto. Results-driven.,"Experienced team, data-backed approach. Let's grow your business!","e-commerce marketing Toronto, digital marketing agency Toronto, e-commerce SEO Toronto, PPC for e-commerce Toronto, e-commerce growth Toronto",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"London, UK",E-commerce Businesses,mid,Boost Your E-commerce Sales,London's Top Digital Agency,Increase online visibility & drive conversions.  Get a free consultation!,Experienced e-commerce specialists. Proven results.  Call today!,Data-driven strategies for sustainable growth.  Contact us now!,"e-commerce marketing London, digital marketing agency London, e-commerce SEO London, PPC for e-commerce, e-commerce social media marketing",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Sydney, Australia",E-commerce Businesses,low,Boost Your E-commerce Sales,Sydney's Top Digital Marketing,Increase online visibility & drive conversions. Get a free consultation!,Expert e-commerce marketing strategies. Results-driven campaigns.,Affordable digital marketing for e-commerce businesses in Sydney.,"e-commerce marketing sydney, digital marketing agency sydney, ecommerce SEO sydney, e-commerce PPC sydney, online marketing for e-commerce",2500,50,1,50,2.0,2.0,1.0,50.0
Digital Marketing Agency,"London, UK",Small Business Owners,high,Boost Your London Business,Grow Your Online Presence,"Digital marketing agency specializing in SEO, PPC & Social Media. Get a free consultation!",Increase your leads and sales with our expert digital marketing services in London.,Affordable & effective marketing strategies tailored for small businesses in London.,"digital marketing london, seo services london, ppc management london, social media marketing london, small business marketing london",35000,1800,55,500,5.14,3.06,0.28,9.09
Digital Marketing Agency,"Rome, Italy",Small Business Owners,high,Grow Your Business Online,Digital Marketing in Rome,Increase your sales with our expert digital marketing services. Get a free consultation!,Boost your online visibility and reach more customers in Rome. Results driven!,Affordable digital marketing solutions tailored for small businesses in Rome.,"digital marketing Rome, small business marketing Rome, SEO Rome, social media marketing Rome, web design Rome",35000,1500,50,500,4.29,3.33,0.33,10.0
Digital Marketing Agency,"Berlin, Germany",Startups,high,Boost Startup Growth,Berlin Startup Marketing,Expert Digital Marketing for Berlin Startups. Get more leads & customers!,"Affordable & effective strategies. SEO, PPC, Social Media. Free Consultation!",Scale your startup with data-driven marketing. Results-oriented approach.,"Startup Marketing Berlin, Digital Marketing Agency Berlin, SEO Berlin Startups, PPC Berlin Startups, Social Media Marketing Berlin Startups",35000,1500,50,500,4.29,3.33,0.33,10.0
Digital Marketing Agency,"Paris, France",Startups,mid,Boost Your Startup's Growth,Digital Marketing for Startups,Experienced agency. Proven results. Get a free consultation!,Targeted campaigns. Increased leads. Maximize your ROI.,"SEO, PPC, Social Media. We handle it all for your startup.","startup marketing paris, digital marketing agency paris, marketing pour startups paris, agence marketing digitale paris, growth hacking startups paris",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Sydney, Australia",Small Business Owners,high,Boost Your Sydney Business Online,Get More Customers with Digital Marketing,"Affordable SEO, PPC & Social Media.  Free Consultation!",Increase brand awareness & drive sales. Results guaranteed.,Sydney's Top Rated Digital Marketing Agency. Call Now!,"digital marketing sydney, seo sydney small business, ppc management sydney, social media marketing sydney, small business marketing sydney",35000,1500,50,500,4.29,3.33,0.33,10.0
Digital Marketing Agency,"Sydney, Australia",Small Business Owners,high,Boost Your Business Online,Sydney Digital Marketing Experts,"Get more customers with our SEO, PPC & social media services. Free consultation!",Increase brand awareness & drive sales. Results-driven digital marketing agency.,Affordable digital marketing solutions tailored for small businesses in Sydney.,"digital marketing sydney, small business marketing sydney, seo sydney, ppc sydney, social media marketing sydney",35000,1500,50,500,4.29,3.33,0.33,10.0
Digital Marketing Agency,"Sydney, Australia",Small Business Owners,mid,Boost Your Business Online,Sydney Digital Marketing Experts,"Get more customers with our SEO, PPC & Social Media services.  Free consultation!",Affordable digital marketing solutions tailored for small businesses in Sydney.,Increase brand awareness & drive sales. Results-driven strategies guaranteed.,"digital marketing sydney, small business marketing sydney, seo sydney, ppc sydney, social media marketing sydney",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Rome, Italy",Small Business Owners,low,Grow Your Business Online,Digital Marketing in Rome,Affordable SEO & Social Media Marketing for Small Businesses in Rome.,Increase your leads and sales with our expert digital marketing services.,Get a free consultation today!  We help small businesses thrive.,"digital marketing Rome, SEO Rome, social media marketing Rome, small business marketing Rome, web design Rome",2350,45,1,75,1.91,2.22,1.67,75.0
Digital Marketing Agency,"Toronto, Canada",Startups,mid,Boost Your Startup's Growth,Toronto Startup Marketing Experts,Affordable digital marketing for startups. Get more leads & customers!,"We help Toronto startups scale with SEO, PPC & social media.",Results-driven digital marketing strategies tailored to your needs.,"startup marketing toronto, digital marketing agency toronto, affordable startup marketing, Toronto startup SEO, PPC for startups",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Munich, Germany",Marketing Managers,low,Digital Marketing in Munich,Boost Your Brand in Munich,Experienced agency. Results-driven campaigns. Contact us today!,Increase your ROI with our expert digital marketing services.,Get a free consultation for your Munich-based business.,"digital marketing munich, marketing agency munich, marketing manager munich, online marketing services munich, seo munich",2345,55,1,75,2.35,1.82,1.36,75.0
Digital Marketing Agency,"Los Angeles, USA",Small Business Owners,low,Grow Your Business Online,LA Digital Marketing Experts,Affordable SEO & Social Media for small businesses in Los Angeles.,Get more customers with our effective digital marketing strategies.,Increase your brand awareness and drive sales. Free consultation!,"digital marketing los angeles, seo los angeles small business, social media marketing los angeles, small business marketing agency los angeles, affordable digital marketing los angeles",3200,85,2,100,2.66,2.35,1.18,50.0
Digital Marketing Agency,"Sydney, Australia",Marketing Managers,high,Boost Your Sydney ROI,Digital Marketing Experts,Increase leads & sales with our data-driven strategies. Get a free consultation!,Top-rated Sydney digital agency. Proven results.  Contact us today.,"Expert SEO, PPC, & Social Media marketing for Sydney businesses.","digital marketing agency sydney, marketing manager sydney, seo sydney, ppc sydney, social media marketing sydney",35000,1500,50,500,4.29,3.33,0.33,10.0
Digital Marketing Agency,"New York, USA",Startups,high,Boost Your Startup's Growth,NYC Startup Marketing Experts,Proven results for NYC startups. Get a free consultation!,Increase brand awareness & drive leads.  Call today!,Digital marketing strategies tailored for your startup.,"startup marketing agency new york, digital marketing for startups nyc, new york startup advertising, best marketing agency for startups, affordable startup marketing",35000,1800,55,500,5.14,3.06,0.28,9.09
Digital Marketing Agency,"Toronto, Canada",E-commerce Businesses,high,Boost Your E-commerce Sales,Toronto's Top Digital Agency,Increase online visibility & drive conversions. Get a free consultation!,"Expert SEO, PPC, & social media marketing for e-commerce. Results driven.",We help Toronto e-commerce businesses thrive online.  Contact us today!,"e-commerce marketing toronto, digital marketing agency toronto, ecommerce seo toronto, ppc management toronto, social media marketing ecommerce",35000,1500,50,500,4.29,3.33,0.33,10.0
Digital Marketing Agency,"Toronto, Canada",E-commerce Businesses,mid,Boost Your E-commerce Sales,Toronto's Top Digital Marketing,Increase online visibility & drive conversions. Get a free consultation!,"Expert SEO, PPC, & social media marketing for e-commerce.",Proven strategies to grow your online store. Results-driven approach.,"e-commerce marketing toronto, digital marketing agency toronto, ecommerce seo toronto, ppc for ecommerce toronto, social media marketing ecommerce",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Paris, France",E-commerce Businesses,low,Boost Your E-commerce Sales,Digital Marketing for E-shops,Get more customers with our expert digital marketing services. Results driven.,Increase your online visibility & drive conversions. Contact us today!,Paris-based agency specializing in e-commerce marketing. Affordable solutions.,"e-commerce marketing Paris, digital marketing agency Paris, e-commerce SEO Paris, e-commerce PPC Paris, online marketing e-commerce France",2500,50,1,75,2.0,2.0,1.5,75.0
Digital Marketing Agency,"London, UK",Marketing Managers,mid,Boost Your ROI Today!,London's Top Digital Agency,Get expert digital marketing services. We deliver results!,Increase brand awareness & drive leads with our strategies.,Experienced team. Proven results. Affordable packages.,"digital marketing agency london, marketing agency london, social media marketing london, SEO services london, PPC management london",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Berlin, Germany",Small Business Owners,high,Mehr Kunden für Ihr Geschäft,Online Marketing in Berlin,Steigern Sie Ihre Sichtbarkeit!  Professionelles Digital Marketing für kleine Unternehmen.,"Website-Optimierung, SEO & SEA.  Kostenlose Beratung!",Erfolgreiche Marketingstrategien - maßgeschneidert für Sie.,"Online Marketing Berlin, SEO Agentur Berlin, SEA Agentur Berlin, Digital Marketing kleine Unternehmen, Website Optimierung Berlin",35000,1500,50,500,4.29,3.33,0.33,10.0
Digital Marketing Agency,"New York, USA",Small Business Owners,low,Grow Your Business Online,NYC Digital Marketing Experts,Affordable SEO & PPC services for small businesses in NYC. Get more customers!,Boost your brand visibility with targeted ads.  Free consultation!,Increase your website traffic and sales. Results driven marketing agency.,"digital marketing new york, small business marketing nyc, seo services nyc, ppc management new york, affordable marketing agency",2350,45,1,75,1.91,2.22,1.67,75.0
Digital Marketing Agency,"Sydney, Australia",Marketing Managers,mid,Boost Your Sydney ROI,Digital Marketing Experts,Increase leads & sales with our data-driven strategies.  Free consultation!,"Experienced Sydney team. SEO, PPC, Social Media. Results guaranteed.",Transform your marketing. Get a bespoke digital strategy today.,"digital marketing agency sydney, marketing manager sydney, seo services sydney, ppc management sydney, social media marketing sydney",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"New York, USA",Small Business Owners,mid,Boost Your NYC Business Online,Grow Your Brand with Digital Marketing,Get more customers with our expert SEO & PPC services. Free consultation!,Affordable digital marketing solutions for small businesses in NYC.,Increase brand awareness and drive sales. Results-driven campaigns.,"digital marketing agency nyc, small business marketing nyc, seo services new york, ppc management new york, social media marketing nyc",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Toronto, Canada",Small Business Owners,mid,Boost Your Toronto Business,Digital Marketing Experts,"Get more customers with our SEO, PPC & Social Media services.  Free consultation!",Increase your online visibility & drive sales.  Results-driven agency.,Affordable digital marketing solutions tailored to your needs in Toronto.,"digital marketing toronto, small business marketing toronto, seo toronto, ppc toronto, social media marketing toronto",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Los Angeles, USA",Startups,low,Boost Your Startup's Growth,LA Startup Marketing Experts,Affordable digital marketing for startups. Get more leads & customers.,Experienced team. Proven results.  Scale your business with us.,We understand startups. Let's build your online presence.,"startup marketing los angeles, digital marketing agency los angeles startups, affordable startup marketing, los angeles startup advertising, startup seo los angeles",2350,45,1,75,1.91,2.22,1.67,75.0
Digital Marketing Agency,"Tokyo, Japan",Startups,mid,Boost Your Startup's Growth,Tokyo Startup Marketing Experts,Proven digital marketing strategies for startups. Get more leads & customers!,Increase brand awareness & drive sales with our tailored approach. Contact us today!,Data-driven results. Experienced team. Affordable pricing. Let's grow your business.,"startup marketing tokyo, digital marketing agency tokyo, tokyo startup advertising, SEO for startups japan, PPC advertising startups",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"Toronto, Canada",Startups,mid,Boost Your Startup's Growth,Toronto Startup Marketing Experts,Get more leads & customers.  Results-driven digital marketing for Toronto startups.,"Affordable SEO, PPC, & social media marketing.  Free consultation!",Experienced team. Proven strategies.  Scale your startup with us.,"startup marketing toronto, digital marketing agency toronto startups, affordable seo toronto startups, ppc for startups toronto, social media marketing startups toronto",10000,500,15,150,5.0,3.0,0.3,10.0
Digital Marketing Agency,"London, UK",Small Business Owners,low,Boost Your London Business,Affordable Digital Marketing,Get more customers with our expert digital marketing services. Free consultation!,"Increase brand awareness & drive sales. We handle SEO, PPC & Social Media.",Small business specialists. Results-driven campaigns. Contact us today!,"digital marketing london, small business marketing london, seo london, ppc london, social media marketing london",3250,85,2,100,2.62,2.35,1.18,50.0
Local Coffee Shop,"Munich, Germany",Remote Workers,mid,Best Coffee for Remote Work,Munich's Top Remote Work Cafe,"Fast WiFi, comfy seats, great coffee. Perfect for remote work!",Fuel your workday! Delicious coffee & snacks. Free WiFi.,Escape the home office. Work remotely in our cozy cafe.,"remote work cafe munich, coworking space munich, coffee shop munich wifi, best coffee munich remote workers, munich cafes free wifi",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"London, UK",Remote Workers,low,Coffee & Wifi: Work Remotely,Best Coffee Shop for Remote Work,"London's best coffee shop for remote workers. Free wifi, comfy seating. ","Escape the home office! Great coffee, fast wifi, & a productive atmosphere.","Work remotely in comfort. Delicious coffee, great wifi, & friendly staff.","remote work london, coworking space london, coffee shop wifi london, best coffee near me, work from cafe london",2345,45,1,75,1.92,2.22,1.67,75.0
Local Coffee Shop,"London, UK",Coffee Lovers,high,Best Coffee in London!,Locally Roasted Coffee Beans,Grab your daily caffeine fix! Free Wi-Fi & comfy seating.,Specialty coffee & delicious pastries. Order online now!,"Support local! Freshly brewed coffee, ethically sourced.","coffee shop london, best coffee london, specialty coffee near me, coffee delivery london, independent coffee shop",35000,1500,50,500,4.29,3.33,0.33,10.0
Local Coffee Shop,"New York, USA",Students,low,Fuel Your Studies!,Coffee & Campus Vibes,Best coffee near NYU! Student discounts available.,Grab your caffeine fix before class. Free WiFi!,Late-night study spot? We've got you covered.,"coffee shop near NYU, student coffee discounts NYC, cheap coffee near campus, best coffee study spot NYC, late night coffee NYC",2750,85,1,75,3.09,1.18,0.88,75.0
Local Coffee Shop,"New York, USA",Local Residents,mid,Best Coffee in NYC!,Locally Roasted Beans,Freshly brewed coffee & pastries. Free Wi-Fi. Cozy atmosphere.,Support local! Enjoy our daily specials & loyalty program.,Grab your morning joe! Quick & convenient coffee shop near you.,"coffee shop near me, best coffee new york, local coffee nyc, coffee delivery new york, breakfast near me",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Sydney, Australia",Remote Workers,low,Best Coffee for Remote Work,Sydney's Best Remote Work Cafe,Free Wifi! Great coffee & comfy space for remote workers in Sydney.,"Fuel your workday. Delicious coffee, pastries & a productive atmosphere.",Work from anywhere...but choose our cafe.  Fast Wifi & great coffee!,"remote work cafe sydney, coworking space sydney, best coffee sydney remote work, wifi cafe sydney, sydney cafes near me",3250,85,2,95,2.62,2.35,1.12,47.5
Local Coffee Shop,"Los Angeles, USA",Students,low,Coffee & Study Spot!,Fuel Your Studies!,Best coffee near UCLA! Free WiFi & comfy seating.,Student discounts available! Grab your caffeine fix.,Late-night study sessions? We've got you covered!,"student coffee los angeles, cheap coffee near campus, wifi cafes near colleges, study spots los angeles, coffee shops near universities",2750,85,1,75,3.09,1.18,0.88,75.0
Local Coffee Shop,"London, UK",Coffee Lovers,high,Best Coffee in London!,"Locally Roasted, Expertly Brewed",Enjoy delicious coffee & pastries. Free Wi-Fi. Find us near you!,"Specialty coffee, daily brews & more! Order online for pickup.",Your perfect London coffee spot.  Visit us today!,"coffee shop london, best coffee london, specialty coffee near me, coffee delivery london, local coffee shop",35000,1500,50,500,4.29,3.33,0.33,10.0
Local Coffee Shop,"London, UK",Students,low,Coffee & Study Breaks,Best Coffee Near Campus,"Fuel your studies! Great coffee, comfy seats, free wifi.","Student discounts available! Delicious coffee, pastries & more.",Perfect spot for studying or catching up with friends.,"student coffee london, cheap coffee near university, best coffee shops near UCL, coffee shops near King's College, student discounts london coffee",3200,85,2,100,2.66,2.35,1.18,50.0
Local Coffee Shop,"Rome, Italy",Students,low,Coffee & Study in Rome!,Best Student Coffee Deals,"Fuel your studies! Delicious coffee, comfy seating. Near University.",Affordable coffee for students. Free Wi-Fi. Perfect study spot.,Grab your coffee & notes! Student discounts available.,"caffe studenti roma, coffee shop near university rome, student discounts rome, cheap coffee rome, wifi cafe rome",2350,45,1,75,1.91,2.22,1.67,75.0
Local Coffee Shop,"Berlin, Germany",Remote Workers,high,Best Coffee for Remote Work,Berlin's Top Remote Worker Hub,"Fast WiFi, comfy seats, great coffee. Your perfect remote office!",Fuel your workday! Delicious coffee & snacks. Free WiFi.,Escape the home office. Work remotely in a cozy atmosphere.,"remote work berlin, coworking space berlin, coffee shop berlin wifi, best coffee berlin remote workers, work from cafe berlin",35000,1500,50,500,4.29,3.33,0.33,10.0
Local Coffee Shop,"Munich, Germany",Remote Workers,high,Best Coffee for Remote Work,Munich's Cozy Remote Hub,"Fast WiFi, great coffee, comfy seating. Perfect for remote work!",Escape the home office! Work remotely in our stylish cafe.,"Unlimited WiFi, delicious coffee & snacks. Your new office awaits!","remote work cafe Munich, coworking space Munich, best wifi cafes Munich, coffee shop near me remote work, laptop friendly cafes Munich",35000,1800,50,500,5.14,2.78,0.28,10.0
Local Coffee Shop,"Paris, France",Remote Workers,mid,Best Coffee for Remote Work,Paris Remote Work Hub,"Fast WiFi, great coffee, comfy seats. Your new Paris office awaits!",Escape the home office! Work remotely in our cozy Parisian cafe.,"Unlimited WiFi, delicious coffee & pastries. Perfect for remote workers.","remote work paris, coworking space paris, coffee shop paris wifi, best coffee paris remote, paris remote worker cafe",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Munich, Germany",Local Residents,high,Best Coffee in Munich!,"Locally Roasted, Locally Loved",Enjoy fresh coffee & pastries. Free WiFi! Near Marienplatz.,"Cozy atmosphere, perfect for work or relaxation. Daily specials!",Support local!  Grab your morning coffee with us.,"cafe munchen, coffee shop munich, best coffee munich, munich coffee, coffeeshop near me",35000,1800,50,500,5.14,2.78,0.28,10.0
Local Coffee Shop,"Los Angeles, USA",Students,low,Coffee near UCLA,Student Discounts!,Best coffee in Westwood! Study spot.,"Free WiFi, comfy seating, cheap coffee!",Grab your caffeine fix before class!,"coffee shop near UCLA, cheap coffee los angeles, student discounts coffee, coffee near USC, study spot los angeles",3200,85,2,100,2.66,2.35,1.18,50.0
Local Coffee Shop,"Paris, France",Local Residents,high,Best Coffee in Paris!,Your Daily Parisian Escape,"Locally roasted beans, delicious pastries. Free WiFi!","Cozy atmosphere, perfect for work or relaxation. Find us near [Landmark]",Enjoy your morning coffee with us!  Special offers available.,"coffee shop paris, best coffee paris, cafe paris, local coffee paris, coffee near me paris",35000,1800,50,500,5.14,2.78,0.28,10.0
Local Coffee Shop,"Munich, Germany",Local Residents,low,Best Coffee in Munich!,Your Daily Dose of Joy,"Freshly roasted beans, cozy atmosphere. Visit us today!",Free Wifi! Perfect for work or relaxation.,Delicious pastries & coffee. Find us near Marienplatz.,"coffee shop munich, cafe munich, best coffee munich, coffees near me, munich cafes",2300,85,2,75,3.7,2.35,0.88,37.5
Local Coffee Shop,"Berlin, Germany",Remote Workers,mid,Best Coffee for Remote Work,Berlin's Coziest Remote Hub,"Free Wifi, comfy seats, great coffee!  Work remotely in style.",Your perfect Berlin remote office awaits. Delicious coffee & snacks.,Escape the home office!  Fast Wifi & delicious coffee in Berlin.,"remote work berlin, coworking cafe berlin, coffee shop wifi berlin, best coffee berlin remote, work from cafe berlin",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Sydney, Australia",Students,mid,Best Coffee for Students,Fuel Your Study Session,Grab a coffee & study in our comfy cafe! Free wifi.,Student discounts available! Delicious coffee & snacks.,"Perfect study spot. Great coffee, great vibes.","student coffee sydney, cheap coffee near university, best coffee shops near usyd, coffee shops with wifi sydney, study spots sydney students",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Toronto, Canada",Local Residents,mid,Best Coffee in Toronto!,"Locally Roasted, Locally Loved","Freshly brewed coffee, pastries & more! Free Wi-Fi. Order online or visit us!",Support local! Enjoy delicious coffee & friendly service.  Daily specials.,"Your neighbourhood coffee haven. Cozy atmosphere, great coffee, perfect for meetings.","coffee shop toronto, best coffee toronto, local coffee toronto, coffee near me, cafe toronto",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Los Angeles, USA",Local Residents,mid,Best Coffee in LA!,"Locally Roasted, Locally Loved","Freshly brewed coffee, pastries, & wifi. Free delivery within 5 miles!",Support local! Enjoy amazing coffee & a cozy atmosphere.,"Daily specials, loyalty rewards & friendly baristas. Come see us!","coffee shop los angeles, best coffee near me, local coffee los angeles, coffee delivery los angeles, cafe los angeles",10000,500,15,150,5.0,3.0,0.3,10.0
Local Coffee Shop,"Rome, Italy",Remote Workers,mid,Best Coffee for Remote Work,Your Rome Remote Office,"Fast WiFi, great coffee, comfy seats. Perfect for remote work!",Work remotely in style. Delicious coffee & excellent atmosphere.,Escape the home office!  Free WiFi & delicious coffee in Rome.,"remote work Rome, coworking space Rome, coffee shop WiFi Rome, best coffee Rome remote workers, laptop friendly cafes Rome",10000,500,15,150,5.0,3.0,0.3,10.0
